6.159851074,11.54312038,4.327634335,2.786871433,18.90373039,-36.39321136,33.16245651,-7.953426361
39.50445557,-12.49950409,22.63454819,-16.44521904,12.99330902,10.31770039,-29.20238686,-40.58925629
32.77223587,42.8176384,-35.35557938,21.07365227,37.99982071,35.91244125,-20.99913216,-9.954194069
30.97799492,32.66154099,-19.09220123,-14.32649708,-10.45519638,22.9998188,-18.80207825,42.68005753
-8.852388382,22.29395866,-29.09108925,25.71934319,-29.43001747,1.212608099,5.249217033,-47.94324875
16.92090797,-18.54501724,-33.30178833,35.81377411,10.81477833,-25.1425457,6.735219479,36.14378738
30.62951088,-29.08406067,26.32392693,-21.64635277,20.95316505,-33.78794861,-35.07832718,21.75445366
-15.48091698,-20.04877281,15.29006672,29.05815697,-15.52427673,-9.296520233,-40.17290497,35.06459808
12.0677166,21.59987068,-28.89130783,-41.96537781,1.066824317,-36.716259,13.80070019,44.39293289
28.15346718,-25.32492828,-41.73188019,-40.07313538,-33.82265854,23.80446815,0.208712861,-29.06702805
-28.70001221,-23.6636982,-33.57344818,13.11408234,-9.903820992,-0.551863194,-37.31316376,22.41420746
28.20409012,12.65546131,-43.72512054,3.345976353,37.28385925,-26.34825516,42.63291168,-25.74794388
28.71388245,-25.11397743,10.73667622,39.12560654,-34.50221634,1.259447336,-49.56270981,-19.29469109
-35.1137886,3.261493921,-19.60274124,-25.5404129,31.90809059,-21.66468811,-56.44674683,-27.51405334
-27.13266754,43.02226257,28.0573349,-19.79326248,-23.82478333,-37.5136795,-16.17790794,-4.810240746
23.39401627,29.80225563,2.389902115,-34.22319794,32.19929886,22.09911919,-36.697155,10.54225063
